ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
xBDcJKb-9vk,60,70,"/m/02v2lh,/m/04rlf,/m/0fd3y","['ambient', 'new age', 'flute', 'bass', 'electronic drums', 'percussive elements', 'playful', 'joyful', 'benign']",This is a new age piece. There is a flute playing the main melody with a lot of staccato notes. The rhythmic background consists of a medium tempo electronic drum beat with percussive elements all over the spectrum. There is a playful atmosphere to the piece. This piece can be used in the soundtrack of a children's TV show or an advertisement jingle.,9,True,True
xCLzxuZE3yg,30,40,"/m/02bxd,/m/04rlf","['instrumental', 'fast tempo', 'hand percussion accompaniment', 'continuous droning', 'meditative', 'enthusiastic', 'spirited', 'buoyant', 'didgeridoo harmony', 'rhythmic beat', 'catchy', 'groovy', 'unique sound', 'unconventional music']","This music is instrumental. The tempo is fast with a groovy didgeridoo harmony with percussion accompaniment. The music is upbeat, catchy, funky, unconventional, engaging, punchy and fun. This music is a Didgeridoo instrumental.",7,False,False
xGHN0kphhWM,50,60,"/m/01kcd,/m/0319l","['french horn sextet', 'inspiring', 'uplifting', 'french horn', 'emotive music', 'cinematic']",This is a sextet of french horn players. The piece sounds inspiring and uplifting and would be fitting for a movie soundtrack in a moment where the lead character has just accomplished something great or saved the day. It's an emotive and cinematic piece.,3,False,False
xIbSUwO43Ig,30,40,"/m/01sm1g,/m/0l14md","['percussion', 'rhythm', 'instrumental', 'conga', 'cymbal', 'simple beat', 'basic']","This is a percussion piece playing in the background of an advertorial video. It is an instrumental piece. There is a very simple conga beat playing and then a cymbal hit can be heard, only for the conga beat to keep on playing afterwards. There is a basic feel to it. It can be playing in the background of a tutorial or a review video. It could also be sampled for use in beat-making.",9,False,False
xIdWJyhWueE,30,40,"/m/04rlf,/m/0y4f8,/t/dd00033","['ballad', 'acoustic piano', 'female voice singing', 'uptempo amateur recording']",A piano is playing chords in the left hand in the midrange while repeating the same two notes in the higher register. A female voice is singing a melody over the chords. This song is an amateur recording. This song may be playing in a musical.,6,True,True
xJ63DJzzvnA,30,40,"/m/04rlf,/m/06rqw","['low quality', 'groovy piano melody', 'harmonizing vocals', 'acoustic rhythm guitar', 'groovy bass', 'shimmering hi hats', 'punchy toms', 'happy', 'fun', 'gospel', 'live performance']","The low quality recording features a live performance of a gospel song that consists of harmonizing vocals singing over acoustic rhythm guitar, groovy bass guitar, shimmering hi hats and punchy toms. It gives off happy and fun vibes.",4,False,False
xJMTA3Ay5FI,30,40,"/m/04rlf,/m/0ln16","['classical', 'contemporary', 'instrumental', 'grand piano', 'accentuated playing', 'grandiose', 'dramatic']",This is a contemporary classical music performance. The piece is being played on the grand piano with an accentuated playing style. There is a lot of emphasis on the notes. The atmosphere is dramatic. Parts of this piece could be included in the soundtrack of a documentary. It could also be used in the soundtrack of a mystery/horror video game.,9,True,True
xJYBA7VTkHA,70,80,"/m/026t6,/m/04rlf,/m/04szw,/m/0l156b,/t/dd00125","['caribbean', 'steeldrums', 'backing track', 'amateur recording']",Someone is playing a loud melody on a steeldrum along to a backing track with a lot of percussion and an upright bass. This song may be playing at a beach concert.,6,True,True
xKEJ6fVhb8w,30,40,"/m/02p0sh1,/m/04rlf","['asian/traditional', 'percussions', 'female voice shouting', 'flute', 'very high key', 'amateur recording', 'uptempo']",This song contains someone playing a bass drum instrument along with someone playing a triangle. A female voice is shouting while a flute is playing the main melody in a very high key. This song may be playing at a theater performance in an Asian country.,6,True,True
xKc_9B3RiOc,60,70,"/m/015y_n,/m/04rlf","['retro pop', 'slow tempo', 'instrumental', 'acoustic guitar accompaniment', 'emphatic lead', 'simple melody', 'dulcet', 'mood', 'fluid', 'romantic', 'ambient', 'melodic electric guitar lead', 'steady drumming', 'groovy bass lines', 'acoustic guitar accompaniment', 'mellow', 'soft', 'pleasant', 'melancholic', 'nostalgic', 'rock and roll']","This song is an instrumental. The tempo is medium with a melodious lead on the electric guitar, steady drumming, groovy bass lines and acoustic guitar accompaniment. The melody is simple, mellow, pleasant, melancholic, nostalgic and ambient. This instrumental song is a Classic Rock and Roll.",7,True,True
xKrdOZAp2w0,30,40,"/m/02v2lh,/m/04rlf","['ocean sounds', 'bird sounds', 'calming', 'tranquil', 'synthesized bells', 'ambient synth pads', 'no drums']",Calming ambient synth pads and synthesized bell sounds combined with ocean sounds and bird sounds. Meant to inspire tranquility. No drums.,8,True,True
xL7Krm6FSWE,200,210,"/m/015lz1,/m/04rlf,/m/0b9m1","['vocoder', 'male singers love performance', 'poor audio quality', 'jam session', 'amateur jazz musician', 'medium tempo', 'amateur musician', 'jazz musician', 'keyboard accompaniment', 'groovy music', 'techno drumming rhythm', 'poor audio quality', 'people talking', 'unimpressive', 'excited', 'energetic', 'passionate', 'ambient room noises']",A male singer sings this vocals with a vocoder. The song is medium tempo with a groovy techno drumming rhythm and keyboard accompaniment. The song is passionate but an amateurish production. The audio quality is very poor.,1,True,True
xLQF7S41XLE,20,30,"/m/04rlf,/m/07rn7sz","['sound effects', 'little pieces of metal', 'cinematic strings', 'dramatic', 'suspense', 'movie music']",These are sounds from a movie. There is a metal object falling to pieces on the ground. There is a cinematic string sequence that gives a dramatic atmosphere to the track. There is also a feeling of suspense. This could be playing in the soundtrack of an action-filled movie.,9,True,True
xLZp-3_71Vs,30,40,"/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125","['low quality', 'noisy', 'arpeggiated electric guitar', 'reverb', 'audio distortion', 'passionate', 'nose inhale']","The low quality recording features a passionately arpeggiated electric guitar melody. The recording is noisy and at the end, there is a subtle inhale through the nose. The audio suddenly distorts in the middle of the loop.",4,True,True
xM4p5pmRAxM,30,40,"/m/01s0ps,/m/03q5t,/m/04rlf,/m/05148p4,/m/05r5c,/m/0ggq0m","['classical', 'fugue', 'minor key', 'no singer', 'grand piano', 'mysterious', 'grandiose', 'dramatic', 'live performance']",This is a live performance of a classical music piece. There is a grand piano playing dramatically in minor keys. The piece has a grandiose and mysterious aura to it. This piece could be used in the soundtrack of a horror movie. It could also be used in a horror video game theme.,9,True,True
xMCLKME4hAY,110,120,"/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y","['amateur recording', 'clean e-guitar', 'soothing melody', 'medium to uptempo']",This audio contains someone playing a clean e-guitar melody that sounds soothing. This song may be playing at a little living room concert.,6,False,False
xMsgBL9Sunw,30,40,"/m/085jw,/m/0l14j_","['dizi', 'chineze flute', 'relaxing', 'calm', 'love', 'traditional drums', 'bongo', 'electric bas guitar', 'hi-hats']","This is an east asian type of romantic ballad. The song has a relaxing, calm feeling to it and is aided by the ethereal sounds of the chinese flute. We hear ethnic drums like bongos, and constant hi-hat playing.",3,False,False
xN9tKWgXLI4,310,320,"/m/039jq,/m/04rlf","['instrumental music', 'medium tempo', 'string pad section', 'pop instrumental music', 'soft background music', 'keyboard harmony', 'subtle drumming rhythm', 'xylophone tones', 'groovy bass line', 'ambient room noises', 'glass cracking tones', 'banging and hammering noises', 'ambient room noise', 'percussion tones', 'diy tutorial music track']","The song is instrumental. The tempo is medium with keyboard accompaniment, string pad harmony, steady drumming and a strong bass line. The song is spirited and easy listening and serves as a background to a glass sculpture making video. There is hammering and glass cracking noises with ambient room sounds. The overall sound quality is poor.",1,True,True
xNn2UdI-kvA,30,40,"/m/04rlf,/t/dd00034","['male singer', 'strong bass line', 'guitar strumming rhythm', 'violin playing countermelody', 'piano accompaniment', 'steady drumming rhythm', 'guitar accompaniment', 'beautiful', 'sentimental', 'romantic', 'modern pop hits', 'pop love song', 'modern romantic hits', 'feel good', 'emotional', 'romantic', 'fast tempo']","A male singer sings this beautiful melody. The tempo is fast with a guitar strumming rhythm, strong bass line, violin playing countermelody, steady drumming rhythm and a guitar playing accompaniment. The song is fresh, innocent and romantic with a lot of heart. The song is a modern love song.",1,False,False
xR2p3UED4VU,20,30,/m/0mkg,"['romanian folk music', 'live performance', 'instrumental', 'accordion', 'upright bass', 'acoustic guitar', 'percussion', 'fiddle', 'lively', 'upbeat', 'joyful']","This is the live performance of a Romanian folk music piece. It is instrumental. There is an accordion playing the leading melody while the fiddle, acoustic guitar and the upright bass play in the background. There is a percussive element in the rhythmic background. The atmosphere is lively and joyful.",9,False,False
xRfbWrI03gc,30,40,"/m/04rlf,/m/04szw,/m/07kc_","['vulcan harp/theremin', 'slow tempo', 'emotional']",Someone is playing a Theremin on a very high pitch going up in pitch and with a lot of vibrato. This song may be playing at home while enjoying your instrument.,6,False,False
xSDkn9PtQm0,30,40,"/m/04rlf,/m/07pkxdp","['lullaby/pop', 'acoustic piano', 'violin', 'female voice singing', 'calm', 'sensitive']",Someone is playing a composition using a minor chord with a lot of reverb. In the background you can hear soft strings underlining the song then a high violin comes in. A female voice is singing softly and sensitively. You can hear her breathing and mouth noises in the recording. Her voice is also full of reverb. This song may be playing in an emotional and sensitive/sad movie-scene.,6,True,True
xSmmTveNPSM,20,30,"/m/02bxd,/m/04rlf,/m/04szw","['amateur recording', 'didgeridoo', 'rattle sound', 'birds chirping', 'uptempo']",This audio contains someone playing a didgeridoo and a rattle sound. In the background you can hear birds chirping. This song may be played live by a busker.,6,False,False
xUMzNtC2ITA,90,100,"/m/015lz1,/m/04rlf,/m/05rwpb,/m/06by7,/m/07szfh9","['live performance', 'indie rock', 'post-punk', 'alternative', 'male vocal', 'electric guitar', 'bass guitar', 'electronic sound effect', 'laser', 'acoustic drums', 'energetic', 'hip', 'youthful']",This is the live performance of an indie rock/post-punk piece. There is a male vocalist in the lead. The tune is being played by the electric guitar and the bass guitar while an electronic sound effect that resembles a laser is adding texture. There is a fast and slightly off-tempo acoustic drum beat playing in the rhythmic background. The atmosphere is energetic. The piece could be playing in the soundtrack of a teenage drama TV series.,9,False,False
